ISO_3_CODE,COUNTRYNAME,WHO_REGION,YEAR,VACCINECODE,VACCINE_DESCRIPTION,SCHEDULEROUNDS,TARGETPOP,TARGETPOP_DESCRIPTION,GEOAREA,AGEADMINISTERED,SOURCECOMMENT
LAO,Lao People's Democratic Republic,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,ADULTS,Adults,NATIONAL,+Y1,"Pregnant women and Child Bearing Aged Women (up to 5 doses over lifetime), Health centres plan for up to 3 doses per pregnant women, but interval and frequency depends on previous Tetanus vaccination records."
LAO,Lao People's Democratic Republic,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,ADULTS,Adults,NATIONAL,1st contact,"Pregnant women and Child Bearing Aged Women (up to 5 doses over lifetime), Health centres plan for up to 3 doses per pregnant women, but interval and frequency depends on previous Tetanus vaccination records."
LAO,Lao People's Democratic Republic,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,ADULTS,Adults,NATIONAL,+M1,"Pregnant women and Child Bearing Aged Women (up to 5 doses over lifetime), Health centres plan for up to 3 doses per pregnant women, but interval and frequency depends on previous Tetanus vaccination records."
LAO,Lao People's Democratic Republic,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,ADULTS,Adults,NATIONAL,+M6,"Pregnant women and Child Bearing Aged Women (up to 5 doses over lifetime), Health centres plan for up to 3 doses per pregnant women, but interval and frequency depends on previous Tetanus vaccination records."
LAO,Lao People's Democratic Republic,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,"Pregnant women and Child Bearing Aged Women (up to 5 doses over lifetime), Health centres plan for up to 3 doses per pregnant women, but interval and frequency depends on previous Tetanus vaccination records."
LAO,Lao People's Democratic Republic,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,"Pregnant women and Child Bearing Aged Women (up to 5 doses over lifetime), Health centres plan for up to 3 doses per pregnant women, but interval and frequency depends on previous Tetanus vaccination records."
LAO,Lao People's Democratic Republic,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,"Pregnant women and Child Bearing Aged Women (up to 5 doses over lifetime), Health centres plan for up to 3 doses per pregnant women, but interval and frequency depends on previous Tetanus vaccination records."
LAO,Lao People's Democratic Republic,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,PW,Pregnant women,NATIONAL,+Y1,"Pregnant women and Child Bearing Aged Women (up to 5 doses over lifetime), Health centres plan for up to 3 doses per pregnant women, but interval and frequency depends on previous Tetanus vaccination records."
LAO,Lao People's Democratic Republic,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,PW,Pregnant women,NATIONAL,+Y1,"Pregnant women and Child Bearing Aged Women (up to 5 doses over lifetime), Health centres plan for up to 3 doses per pregnant women, but interval and frequency depends on previous Tetanus vaccination records."
LBR,Liberia,AFRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y9,9-14 years Female
LBR,Liberia,AFRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2,FEMALE,HPV for females only,NATIONAL,+M6,9-14 years Female
LBR,Liberia,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,ADULTS,Adults,NATIONAL,1st contact,15-49 Y
LBR,Liberia,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,ADULTS,Adults,NATIONAL,+W4,15-49 Y
LBR,Liberia,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,ADULTS,Adults,NATIONAL,+M6,15-49 Y
LBR,Liberia,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,ADULTS,Adults,NATIONAL,+M12,15-49 Y
LBR,Liberia,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,ADULTS,Adults,NATIONAL,+M12,15-49 Y
LBY,Libya,EMRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y12,females
LBY,Libya,EMRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2,FEMALE,HPV for females only,NATIONAL,+M2,females
LBY,Libya,EMRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,3,FEMALE,HPV for females only,NATIONAL,+M4,females
LCA,Saint Lucia,AMRO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1,ADULTS,Adults,NATIONAL,>Y18,and older persons
LKA,Sri Lanka,SEARO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y10-Y11,"10-11 year girls at schools in Grade 6 and field clinics if missed or if any drop outs, 2nd dose after 6 months"
LKA,Sri Lanka,SEARO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2,FEMALE,HPV for females only,NATIONAL,+M6,"10-11 year girls at schools in Grade 6 and field clinics if missed or if any drop outs, 2nd dose after 6 months"
LKA,Sri Lanka,SEARO,2023,TT,TT (Tetanus toxoid) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,"x2 doses 6 weeks apart in 1st pregnancy, and x3 doses in subsequent pregnancies"
LSO,Lesotho,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,B_CHILD_W,General/routine,NATIONAL,Y5,Children from the age of 5 to 9 years
LSO,Lesotho,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,6,B_ADO_W,General/routine,NATIONAL,Y9,Children from the age of 5 to 9 years
LSO,Lesotho,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,PW,Pregnant women,NATIONAL,+Y1,Expected pregnancies
LSO,Lesotho,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,Expected pregnancies
LSO,Lesotho,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+W4,Expected pregnancies
LSO,Lesotho,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,Expected pregnancies
LSO,Lesotho,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,PW,Pregnant women,NATIONAL,+Y1,Expected pregnancies
LTU,Lithuania,EURO,2023,HPV2,HPV-2 (Human Papilloma Virus 2-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y11,11 years (a minimum of 6 months betweeen first and second doses)
LTU,Lithuania,EURO,2023,HPV2,HPV-2 (Human Papilloma Virus 2-valent) vaccine,2,FEMALE,HPV for females only,NATIONAL,+M6,11 years (a minimum of 6 months betweeen first and second doses)
LTU,Lithuania,EURO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1,ADULTS,Adults,NATIONAL,>=Y18,and older persons >65 years
LTU,Lithuania,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,ADULTS,Adults,NATIONAL,>Y25,Every 10 years
LTU,Lithuania,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,ADULTS,Adults,NATIONAL,+Y10,Every 10 years
LTU,Lithuania,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,ADULTS,Adults,NATIONAL,+Y10,Every 10 years
LTU,Lithuania,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,ADULTS,Adults,NATIONAL,+Y10,Every 10 years
LTU,Lithuania,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,ADULTS,Adults,NATIONAL,+Y10,Every 10 years
LTU,Lithuania,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,6,ADULTS,Adults,NATIONAL,+Y10,Every 10 years
LUX,Luxembourg,EURO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1,ADULTS,Adults,NATIONAL,>=Y65,Older persons
LUX,Luxembourg,EURO,2023,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,1,ADULTS,Adults,NATIONAL,>=Y65,PPV23 8 semaine après première dose de PCV13 pour age 65 et plus et groupes à risque. Booster tous les 5 ans avec PPV-23 uniquement pour les groupes à risques spécififques
LVA,Latvia,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,ADULTS,Adults,NATIONAL,1st contact,Adult vaccination and revaccination
MAC,"China, Macao SAR",WPRO,2023,DTAPIPV,DTaP-IPV (acellular) vaccine,4,B_2YL_W,General/routine,NATIONAL,M18,"Regarding the 5th dose of DTP-IPV, DTP is replaced by Td (before September 2018) or Tdap (in and after September 2018)  plus IPV for children at or above 7 years old during school grade 1 vaccination"
MAC,"China, Macao SAR",WPRO,2023,DTAPIPV,DTaP-IPV (acellular) vaccine,5,B_CHILD_W,General/routine,NATIONAL,Y5-Y6,"Regarding the 5th dose of DTP-IPV, DTP is replaced by Td (before September 2018) or Tdap (in and after September 2018)  plus IPV for children at or above 7 years old during school grade 1 vaccination"
MAC,"China, Macao SAR",WPRO,2023,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y10-Y14,"2-dose HPV for girls aged 10-14 years. 3-dose HPV for catch up girls aged 15-17 years. A 3-dose schedule is at 0, 2, 6 months."
MAC,"China, Macao SAR",WPRO,2023,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,2,FEMALE,HPV for females only,NATIONAL,+M6,"2-dose HPV for girls aged 10-14 years. 3-dose HPV for catch up girls aged 15-17 years. A 3-dose schedule is at 0, 2, 6 months."
MAC,"China, Macao SAR",WPRO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1,ADULTS,Adults,NATIONAL,>Y18,and older persons >Y65
MAC,"China, Macao SAR",WPRO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1,ADULTS,Adults,NATIONAL,>=Y60,"Since September 2009, the 23-valent pneumococcal polysaccharide vaccine (PPSV23) has been administered to chronic patients aged 2 or above and elderly individuals aged 60 or above. As of September 25, 2023, the protocol was adjusted to provide the 13-valent pneumococcal conjugate vaccine (PCV13) to chronic patients aged 2 or above and seniors aged 65 or above. They will be administered PCV13 first, followed by the 23-valent pneumococcal polysaccharide vaccine (PPSV23) after one year. Individuals who have received the PPSV23 vaccine but not PCV13 are recommended to receive PCV13 one year after the PPSV23 vaccination."
MAC,"China, Macao SAR",WPRO,2023,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,1,ADULTS,Adults,NATIONAL,>=Y60,"Since September 2009, the 23-valent pneumococcal polysaccharide vaccine (PPSV23) has been administered to chronic patients aged 2 or above and elderly individuals aged 60 or above. As of September 25, 2023, the protocol was adjusted to provide the 13-valent pneumococcal conjugate vaccine (PCV13) to chronic patients aged 2 or above and seniors aged 65 or above. They will be administered PCV13 first, followed by the 23-valent pneumococcal polysaccharide vaccine (PPSV23) after one year. Individuals who have received the PPSV23 vaccine but not PCV13 are recommended to receive PCV13 one year after the PPSV23 vaccination."
MAC,"China, Macao SAR",WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,ADULTS,Adults,NATIONAL,Y22,"According to vaccine supply, we use Td or TT as a 10-year booser dose of Tetanus"
MAC,"China, Macao SAR",WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,ADULTS,Adults,NATIONAL,Y32,"According to vaccine supply, we use Td or TT as a 10-year booser dose of Tetanus"
MAC,"China, Macao SAR",WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,ADULTS,Adults,NATIONAL,Y42,"According to vaccine supply, we use Td or TT as a 10-year booser dose of Tetanus"
MAC,"China, Macao SAR",WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,ADULTS,Adults,NATIONAL,Y52,"According to vaccine supply, we use Td or TT as a 10-year booser dose of Tetanus"
MAC,"China, Macao SAR",WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,ADULTS,Adults,NATIONAL,Y62,"According to vaccine supply, we use Td or TT as a 10-year booser dose of Tetanus"
MAC,"China, Macao SAR",WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,6,ADULTS,Adults,NATIONAL,Y72,"According to vaccine supply, we use Td or TT as a 10-year booser dose of Tetanus"
MAC,"China, Macao SAR",WPRO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",5,B_CHILD_W,General/routine,NATIONAL,Y7,"Regarding the 5th dose of DTP-IPV, DTP is replaced by Td (before September 2018) or Tdap (in and after September 2018) plus IPV for children at or above 7 years old during school grade 1 vaccination. Tdap is used to replace Td for school grade 6 vaccination (11-12 years old) starting from September 2018. In some situations, when children have already competed 5th dose of IPV/OPV before school grade 1, we will then offer Tdap instead of Tdap-IPV for Tetanus booster."
MAC,"China, Macao SAR",WPRO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",6,B_ADO_W,General/routine,NATIONAL,Y11-Y12,"Regarding the 5th dose of DTP-IPV, DTP is replaced by Td (before September 2018) or Tdap (in and after September 2018) plus IPV for children at or above 7 years old during school grade 1 vaccination. Tdap is used to replace Td for school grade 6 vaccination (11-12 years old) starting from September 2018. In some situations, when children have already competed 5th dose of IPV/OPV before school grade 1, we will then offer Tdap instead of Tdap-IPV for Tetanus booster."
MAC,"China, Macao SAR",WPRO,2023,TDAP_S_IPV,"Tdap-IPV (Tetanus, diphtheria for older children and adults, acellular pertussis and IPV) vaccine",5,B_CHILD_W,General/routine,NATIONAL,Y7,"Since 1 September 2020, all people are given administration of DTaP-IPV or Tdap-IPV."
MAC,"China, Macao SAR",WPRO,2023,TT,TT (Tetanus toxoid) vaccine,1,ADULTS,Adults,NATIONAL,Y22,"According to vaccine supply, we use Td or TT as a 10-year booser dose of Tetanus"
MAC,"China, Macao SAR",WPRO,2023,TT,TT (Tetanus toxoid) vaccine,2,ADULTS,Adults,NATIONAL,Y32,"According to vaccine supply, we use Td or TT as a 10-year booser dose of Tetanus"
MAC,"China, Macao SAR",WPRO,2023,TT,TT (Tetanus toxoid) vaccine,3,ADULTS,Adults,NATIONAL,Y42,"According to vaccine supply, we use Td or TT as a 10-year booser dose of Tetanus"
MAC,"China, Macao SAR",WPRO,2023,TT,TT (Tetanus toxoid) vaccine,4,ADULTS,Adults,NATIONAL,Y52,"According to vaccine supply, we use Td or TT as a 10-year booser dose of Tetanus"
MAC,"China, Macao SAR",WPRO,2023,TT,TT (Tetanus toxoid) vaccine,5,ADULTS,Adults,NATIONAL,Y62,"According to vaccine supply, we use Td or TT as a 10-year booser dose of Tetanus"
MAC,"China, Macao SAR",WPRO,2023,TT,TT (Tetanus toxoid) vaccine,6,ADULTS,Adults,NATIONAL,Y72,"According to vaccine supply, we use Td or TT as a 10-year booser dose of Tetanus"
MCO,Monaco,EURO,2023,DTAPIPV,DTaP-IPV (acellular) vaccine,4,B_CHILD_W,General/routine,NATIONAL,Y6,"soit on administre le vaccin quadrivalent (exemple tetravac acellulaire https://base-donnees-publique.medicaments.gouv.fr/affichageDoc.php?specid=66543281&typedoc=R ) c’est-à-dire coqueluche acellulaire combiné avec diphtérie, tétanos et polio (DTCaP en français et DTaP-IPV en anglais) à 2 mois, 4 mois + rappel à 11 mois et à 6 ans - soit, ce qui est recommandé et ce qui se fait en pratique : on administre le vaccin hexavalent (exemple infanrix hexa  https://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=62966063# )  c’est-à-dire coqueluche acellulaire combiné avec diphtérie, tétanos et polio + Haemophilus influenzae b + hépatite b ( DTCaPHibHBV en français et DTaP-Hib-HepB-IPV en anglais) à 2 mois, 4 mois + rappel à 11 mois et on  fait un rappel à 6 ans avec le vaccin quadrivalent DTCaP"
MCO,Monaco,EURO,2023,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,1,ADULTS,Adults,NATIONAL,Y65,and risk groups between 2-65 years
MDA,Republic of Moldova,EURO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1,FEMALE,HPV for females only,SUBNATIONAL,Y10,????????. ?? ?????????? ????????????? ??????? ?? ????????
MDA,Republic of Moldova,EURO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2,FEMALE,HPV for females only,SUBNATIONAL,+M6,????????. ?? ?????????? ????????????? ??????? ?? ????????
MDG,Madagascar,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,1er contact grossesse - femmes enceintes
MDG,Madagascar,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,1er contact grossesse - femmes enceintes
MDG,Madagascar,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,1er contact grossesse - femmes enceintes
MDG,Madagascar,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,PW,Pregnant women,NATIONAL,+Y1,1er contact grossesse - femmes enceintes
MDG,Madagascar,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,PW,Pregnant women,NATIONAL,+Y1,1er contact grossesse - femmes enceintes
MDV,Maldives,SEARO,2023,DTWP,DTwP (Whole cell) vaccine,4,B_CHILD_W,General/routine,NATIONAL,Y4,All children aged 4 years
MDV,Maldives,SEARO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y10,Females aged 10 years
MDV,Maldives,SEARO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2,FEMALE,HPV for females only,NATIONAL,+M6,Females aged 10 years
MDV,Maldives,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,ADULTS,Adults,NATIONAL,1st contact,>Y15 CBAW
MDV,Maldives,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,ADULTS,Adults,NATIONAL,+M1,>Y15 CBAW
MDV,Maldives,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,ADULTS,Adults,NATIONAL,+M6,>Y15 CBAW
MDV,Maldives,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,ADULTS,Adults,NATIONAL,+Y1,>Y15 CBAW
MDV,Maldives,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,ADULTS,Adults,NATIONAL,+Y2,>Y15 CBAW
MEX,Mexico,AMRO,2023,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,4,B_2YL_W,General/routine,NATIONAL,M18,< 5 años de edad.
MEX,Mexico,AMRO,2023,DTWP,DTwP (Whole cell) vaccine,5,B_CHILD_W,General/routine,NATIONAL,Y4,< 7 años de edad.
MEX,Mexico,AMRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y11-Y13,"Para la campaña de recuperación de coberturas 2023 se consideró como población blanco a: Niñas y/o adolescentes de quinto año de primaria o de 11 años no escolarizadas. Niñas y/o adolescentes de sexto año de primaria o de 12 años no escolarizadas, Niñas y/o adolescentes de 1 de secundaria o de 13 años no escolarizadas."
MEX,Mexico,AMRO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1,ADULTS,Adults,NATIONAL,Y60,Personas de 60 y más años sin factores de riesgo recibirán dosis única con esta vacuna. Personas de 60 y más años con factores de riesgo recibirán una dosis con esta vacuna y al año de aplicación recibirán una dosis de refuerzo con vacuna Neumocócica polisacárida 23 valente
MEX,Mexico,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,ADULTS,Adults,NATIONAL,+Y10,"En población con  esquema primario completo, se vacuna con Td a población de primer año de educación secundaria y de 15 años no escolarizados , con refuerzo cada 10 años"
MEX,Mexico,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,6,B_ADO_W,General/routine,NATIONAL,>=Y15,"En población con  esquema primario completo, se vacuna con Td a población de primer año de educación secundaria y de 15 años no escolarizados , con refuerzo cada 10 años"
MHL,Marshall Islands,WPRO,2023,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y11,females
MKD,North Macedonia,EURO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y12,Females only
MKD,North Macedonia,EURO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2,FEMALE,HPV for females only,NATIONAL,+M6,Females only
MKD,North Macedonia,EURO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1,ADULTS,Adults,NATIONAL,>=Y18,and older persons >65 years
MKD,North Macedonia,EURO,2023,TT,TT (Tetanus toxoid) vaccine,1,ADULTS,Adults,NATIONAL,Y18,"This is the last (7th dose) of Tetanus toxoid vaccine, according to Immunization Schedule for all children from 0-18 years of age"
MLI,Mali,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,1st contact grossesse - femmes enceintes
MLI,Mali,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,1st contact grossesse - femmes enceintes
MLI,Mali,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,1st contact grossesse - femmes enceintes
MLI,Mali,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,PW,Pregnant women,NATIONAL,+Y1,1st contact grossesse - femmes enceintes
MLI,Mali,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,PW,Pregnant women,NATIONAL,+Y1,1st contact grossesse - femmes enceintes
MMR,Myanmar,SEARO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y9,9-10 years old girls
MMR,Myanmar,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,"Pregnant women, 1st AN visit, and 4 weeks after first AN visit"
MMR,Myanmar,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,"Pregnant women, 1st AN visit, and 4 weeks after first AN visit"
MNE,Montenegro,EURO,2023,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y9-Y14,"HPV vaccination program in Montenegro started September, 26th 2022 in the primary group of girls of 9 y.o. (birth cohort 2013). Since March, 1st 2023 we started vaccination in all girls 9-14 y.o. and we decided to switch to one dose schedule (one dose for 9-20 y.o; two doses for 21-26 y.o; two doses for immunosuppressed people)."
MNE,Montenegro,EURO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1,ADULTS,Adults,NATIONAL,>Y18,and older persons 65+
MNP,Northern Mariana Islands,WPRO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1,ADULTS,Adults,NATIONAL,>Y18,and older persons
MOZ,Mozambique,AFRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y9,Females 9
MOZ,Mozambique,AFRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2,FEMALE,HPV for females only,NATIONAL,+M6,Females 9
MOZ,Mozambique,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,ADULTS,Adults,NATIONAL,+Y1,females (15-49 years)
MOZ,Mozambique,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,ADULTS,Adults,NATIONAL,Y15-Y49,females (15-49 years)
MOZ,Mozambique,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,ADULTS,Adults,NATIONAL,+M1,females (15-49 years)
MOZ,Mozambique,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,ADULTS,Adults,NATIONAL,+M6,females (15-49 years)
MOZ,Mozambique,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,ADULTS,Adults,NATIONAL,+Y1,females (15-49 years)
MOZ,Mozambique,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,B_CHILD_W,General/routine,NATIONAL,Y6,school age
MOZ,Mozambique,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,B_ADO_F,General/routine,NATIONAL,Y7,school age
MRT,Mauritania,AFRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y9,fils âgé de 9 ans
MRT,Mauritania,AFRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2,FEMALE,HPV for females only,NATIONAL,+M6,fils âgé de 9 ans
MRT,Mauritania,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,femmes enceintes
MRT,Mauritania,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,femmes enceintes
MRT,Mauritania,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,femmes enceintes
MRT,Mauritania,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,PW,Pregnant women,NATIONAL,+Y1,femmes enceintes
MRT,Mauritania,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,PW,Pregnant women,NATIONAL,+Y1,femmes enceintes
MSR,Montserrat,AMRO,2023,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,1,FEMALE,HPV for females only,SUBNATIONAL,Y13,females
MSR,Montserrat,AMRO,2023,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,2,FEMALE,HPV for females only,SUBNATIONAL,+M6,females
MUS,Mauritius,AFRO,2023,HPV2,HPV-2 (Human Papilloma Virus 2-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y9,females aged 9 years old
MUS,Mauritius,AFRO,2023,HPV2,HPV-2 (Human Papilloma Virus 2-valent) vaccine,2,FEMALE,HPV for females only,NATIONAL,+M6,females aged 9 years old
